序号,stock_code,stock_name,hold_ratio,hold_shares,hold_value,report_period,fund_code,year
35,600160,巨化股份,3.47,1006.0,16588.87,2023年4季度股票投资明细,519066,2023
36,600048,保利发展,3.36,1617.99,16018.12,2023年4季度股票投资明细,519066,2023
37,300750,宁德时代,2.9,84.69,13826.9,2023年4季度股票投资明细,519066,2023
38,603379,三美股份,2.22,312.0,10607.85,2023年4季度股票投资明细,519066,2023
39,600309,万华化学,2.07,128.55,9875.21,2023年4季度股票投资明细,519066,2023
40,600399,抚顺特钢,1.77,868.0,8436.96,2023年4季度股票投资明细,519066,2023
1,600519,贵州茅台,9.31,25.23,42969.96,2024年1季度股票投资明细,519066,2024
2,000568,泸州老窖,8.66,216.53,39969.27,2024年1季度股票投资明细,519066,2024
3,000858,五粮液,5.19,156.15,23970.17,2024年1季度股票投资明细,519066,2024
4,600160,巨化股份,5.03,981.0,23210.37,2024年1季度股票投资明细,519066,2024
5,300750,宁德时代,3.51,85.23,16207.43,2024年1季度股票投资明细,519066,2024
6,603379,三美股份,2.37,252.0,10926.53,2024年1季度股票投资明细,519066,2024
7,600309,万华化学,2.31,128.55,10643.94,2024年1季度股票投资明细,519066,2024
8,600188,兖矿能源,2.27,441.31,10498.76,2024年1季度股票投资明细,519066,2024
9,600690,海尔智家,1.51,280.0,6986.0,2024年1季度股票投资明细,519066,2024
10,601899,紫金矿业,1.46,400.0,6728.0,2024年1季度股票投资明细,519066,2024
11,600519,贵州茅台,5.69,17.0,24950.62,2024年2季度股票投资明细,519066,2024
12,600160,巨化股份,4.52,821.0,19810.63,2024年2季度股票投资明细,519066,2024
13,300750,宁德时代,4.11,100.23,18044.14,2024年2季度股票投资明细,519066,2024
14,000858,五粮液,2.63,90.05,11529.66,2024年2季度股票投资明细,519066,2024
15,601138,工业富联,2.5,400.0,10960.0,2024年2季度股票投资明细,519066,2024
16,600150,中国船舶,2.32,250.0,10177.5,2024年2季度股票投资明细,519066,2024
17,002594,比亚迪,2.28,39.99,10007.67,2024年2季度股票投资明细,519066,2024
18,600690,海尔智家,2.13,330.0,9365.4,2024年2季度股票投资明细,519066,2024
19,601899,紫金矿业,2.0,500.0,8785.0,2024年2季度股票投资明细,519066,2024
20,300502,新易盛,1.92,80.0,8444.0,2024年2季度股票投资明细,519066,2024
21,300750,宁德时代,5.73,105.0,26448.07,2024年3季度股票投资明细,519066,2024
22,600519,贵州茅台,4.92,13.0,22716.66,2024年3季度股票投资明细,519066,2024
23,000858,五粮液,4.22,120.05,19508.89,2024年3季度股票投资明细,519066,2024
24,600160,巨化股份,3.86,801.0,17838.18,2024年3季度股票投资明细,519066,2024
25,002594,比亚迪,2.99,44.99,13826.09,2024年3季度股票投资明细,519066,2024
26,300502,新易盛,2.55,90.57,11771.38,2024年3季度股票投资明细,519066,2024
27,600690,海尔智家,2.44,350.0,11252.5,2024年3季度股票投资明细,519066,2024
28,601899,紫金矿业,2.36,600.0,10884.0,2024年3季度股票投资明细,519066,2024
29,300274,阳光电源,2.16,100.04,9961.64,2024年3季度股票投资明细,519066,2024
30,002475,立讯精密,2.07,220.0,9561.2,2024年3季度股票投资明细,519066,2024
31,300750,宁德时代,6.21,100.0,26599.6,2024年4季度股票投资明细,519066,2024
32,000858,五粮液,4.91,150.05,21012.62,2024年4季度股票投资明细,519066,2024
33,000333,美的集团,2.64,150.04,11286.01,2024年4季度股票投资明细,519066,2024
34,601899,紫金矿业,2.47,700.0,10584.0,2024年4季度股票投资明细,519066,2024
35,300502,新易盛,2.43,90.07,10410.29,2024年4季度股票投资明细,519066,2024
36,002475,立讯精密,2.38,250.0,10190.0,2024年4季度股票投资明细,519066,2024
37,600690,海尔智家,2.33,350.0,9964.5,2024年4季度股票投资明细,519066,2024
38,600160,巨化股份,2.09,371.0,8948.42,2024年4季度股票投资明细,519066,2024
39,002916,深南电路,2.04,70.01,8751.25,2024年4季度股票投资明细,519066,2024
40,600938,中国海油,1.77,257.32,7593.51,2024年4季度股票投资明细,519066,2024
