fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
360016,360016,光大保德信行业轮动混合型证券投资基金,光大保德信行业轮动混合A,360016（前端）基金类型混合型-偏股,混合型-偏股,2012年01月04日,2012年02月15日 / 9.259亿份,2.86亿元（截止至：2026年06月30日）份额规模0.9875亿份（截止至：2026年06月30日）,0.9875亿份（截止至：2026年06月30日）,光大保德信基金,农业银行,贵博韬,每份累计1.06元（8次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的,2012-02-15,混合型-偏股,2012-02-15,,沪深300指数收益率*75%+中证全债指数收益率*25%,光大保德信基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,9.259,2012-02-15,混合型-偏股
370024,370024,摩根核心优选混合型证券投资基金,摩根核心优选混合A,370024（前端）基金类型混合型-偏股,混合型-偏股,2012年10月24日,2012年11月28日 / 2.835亿份,5.89亿元（截止至：2026年06月30日）份额规模0.9173亿份（截止至：2026年06月30日）,0.9173亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,倪权生,每份累计0.22元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率×85%+上证国债指数收益率×15%,该基金无跟踪标的,2012-11-28,混合型-偏股,2012-11-28,,沪深300指数收益率×85%+上证国债指数收益率×15%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.835,2012-11-28,混合型-偏股
370027,370027,摩根智选30混合型证券投资基金,摩根智选30混合A,370027（前端）基金类型混合型-偏股,混合型-偏股,2013年01月28日,2013年03月06日 / 15.769亿份,8.32亿元（截止至：2026年06月30日）份额规模1.5454亿份（截止至：2026年06月30日）,1.5454亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,李德辉,每份累计0.31元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的,2013-03-06,混合型-偏股,2013-03-06,,沪深300指数收益率*80%+上证国债指数收益率*20%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,15.769,2013-03-06,混合型-偏股
375010,375010,摩根中国优势证券投资基金,摩根中国优势混合A,375010（前端）基金类型混合型-灵活,混合型-灵活,2004年08月09日,2004年09月15日 / 16.693亿份,43.47亿元（截止至：2026年06月30日）份额规模13.989亿份（截止至：2026年06月30日）,13.989亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,杜猛,每份累计4.98元（11次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*70%+中债总指数收益率*30%,该基金无跟踪标的,2004-09-15,混合型-灵活,2004-09-15,,沪深300指数收益率*70%+中债总指数收益率*30%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,16.693,2004-09-15,混合型-灵活
377010,377010,摩根阿尔法混合型证券投资基金,摩根阿尔法混合A,377010（前端）基金类型混合型-偏股,混合型-偏股,2005年09月14日,2005年10月11日 / 7.676亿份,12.05亿元（截止至：2026年06月30日）份额规模1.7554亿份（截止至：2026年06月30日）,1.7554亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,李博,每份累计1.92元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+中债总指数收益率*20%,该基金无跟踪标的,2005-10-11,混合型-偏股,2005-10-11,,沪深300指数收益率*80%+中债总指数收益率*20%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,7.676,2005-10-11,混合型-偏股
377240,377240,摩根新兴动力混合型证券投资基金,摩根新兴动力混合A,377240（前端）基金类型混合型-偏股,混合型-偏股,2011年06月15日,2011年07月13日 / 4.592亿份,123.85亿元（截止至：2026年06月30日）份额规模9.0878亿份（截止至：2026年06月30日）,9.0878亿份（截止至：2026年06月30日）,摩根基金(中国),农业银行,杜猛,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*85%+上证国债指数收益率*15%,该基金无跟踪标的,2011-07-13,混合型-偏股,2011-07-13,,中国战略新兴产业成份指数收益率*85%+上证国债指数收益率*15%,摩根基金(中国),农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.592,2011-07-13,混合型-偏股
378010,378010,摩根成长先锋混合型证券投资基金,摩根成长先锋混合A,378010（前端）基金类型混合型-偏股,混合型-偏股,2006年09月14日,2006年09月20日 / 54.807亿份,9.90亿元（截止至：2026年06月30日）份额规模4.6235亿份（截止至：2026年06月30日）,4.6235亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,倪权生,每份累计1.27元（5次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+中债总指数收益率*20%,该基金无跟踪标的,2006-09-20,混合型-偏股,2006-09-20,,沪深300指数收益率*80%+中债总指数收益率*20%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,54.807,2006-09-20,混合型-偏股
379010,379010,摩根中小盘混合型证券投资基金,摩根中小盘混合A,379010（前端）基金类型混合型-偏股,混合型-偏股,2008年12月22日,2009年01月21日 / 8.261亿份,3.82亿元（截止至：2026年06月30日）份额规模0.9085亿份（截止至：2026年06月30日）,0.9085亿份（截止至：2026年06月30日）,摩根基金(中国),建设银行,叶敏,每份累计0.13元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证700指数收益率*80%+银行活期存款利率(税后)*20%,该基金无跟踪标的,2009-01-21,混合型-偏股,2009-01-21,,中证700指数收益率*80%+银行活期存款利率(税后)*20%,摩根基金(中国),建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,8.261,2009-01-21,混合型-偏股
400001,400001,东方龙混合型开放式证券投资基金,东方龙混合,400001（前端）基金类型混合型-灵活,混合型-灵活,2004年10月11日,2004年11月25日 / 11.307亿份,2.40亿元（截止至：2026年06月30日）份额规模1.2435亿份（截止至：2026年06月30日）,1.2435亿份（截止至：2026年06月30日）,东方基金,建设银行,许文波,每份累计2.01元（9次）,1.20%（每年）,0.20%（每年）,---（每年）,1.00%（前端）,中证800指数收益率*85%+中证综合债指数收益率*15%,该基金无跟踪标的,2004-11-25,混合型-灵活,2004-11-25,,中证800指数收益率*85%+中证综合债指数收益率*15%,东方基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,11.307,2004-11-25,混合型-灵活
460007,460007,华泰柏瑞行业领先混合型证券投资基金,华泰柏瑞行业领先混合,460007（前端）基金类型混合型-偏股,混合型-偏股,2009年07月01日,2009年08月03日 / 22.496亿份,8.04亿元（截止至：2026年06月30日）份额规模1.0393亿份（截止至：2026年06月30日）,1.0393亿份（截止至：2026年06月30日）,华泰柏瑞基金,工商银行,吕慧建,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数*80%+上证国债指数*15%+同业存款利率*5%,该基金无跟踪标的,2009-08-03,混合型-偏股,2009-08-03,,沪深300指数*80%+上证国债指数*15%+同业存款利率*5%,华泰柏瑞基金,工商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,22.496,2009-08-03,混合型-偏股
470009,470009,汇添富民营活力混合型证券投资基金,汇添富民营活力混合,470009（前端）基金类型混合型-偏股,混合型-偏股,2010年03月31日,2010年05月05日 / 14.075亿份,52.08亿元（截止至：2026年06月30日）份额规模4.5612亿份（截止至：2026年06月30日）,4.5612亿份（截止至：2026年06月30日）,汇添富基金,工商银行,马翔,每份累计0.25元（1次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证民营企业综合指数 × 80% + 上证国债指数 × 20%,该基金无跟踪标的,2010-05-05,混合型-偏股,2010-05-05,,中证民营企业综合指数 × 80% + 上证国债指数 × 20%,汇添富基金,工商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,14.075,2010-05-05,混合型-偏股
470028,470028,汇添富社会责任混合型证券投资基金,汇添富社会责任混合A,470028（前端）基金类型混合型-偏股,混合型-偏股,2011年02月28日,2011年03月29日 / 56.227亿份,9.63亿元（截止至：2026年06月30日）份额规模3.6248亿份（截止至：2026年06月30日）,3.6248亿份（截止至：2026年06月30日）,汇添富基金,农业银行,詹杰,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率×80%+中证全债指数收益率×20%,该基金无跟踪标的,2011-03-29,混合型-偏股,2011-03-29,,沪深300指数收益率×80%+中证全债指数收益率×20%,汇添富基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,56.227,2011-03-29,混合型-偏股
470098,470098,汇添富逆向投资混合型证券投资基金,汇添富逆向投资混合A,470098（前端）基金类型混合型-偏股,混合型-偏股,2012年02月07日,2012年03月09日 / 8.404亿份,7.77亿元（截止至：2026年06月30日）份额规模1.7723亿份（截止至：2026年06月30日）,1.7723亿份（截止至：2026年06月30日）,汇添富基金,农业银行,董超,每份累计0.57元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的,2012-03-09,混合型-偏股,2012-03-09,,沪深300指数收益率*80%+中证全债指数收益率*20%,汇添富基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,8.404,2012-03-09,混合型-偏股
481001,481001,工银瑞信核心价值混合型证券投资基金,工银核心价值混合A,481001（前端）基金类型混合型-偏股,混合型-偏股,2005年07月26日,2005年08月31日 / 43.466亿份,72.37亿元（截止至：2026年06月30日）份额规模110.1611亿份（截止至：2026年06月30日）,110.1611亿份（截止至：2026年06月30日）,工银瑞信基金,中国银行,何肖颉,每份累计1.46元（15次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,75%×沪深300指数收益率+25%×中证综合债指数收益率,该基金无跟踪标的,2005-08-31,混合型-偏股,2005-08-31,,75%×沪深300指数收益率+25%×中证综合债指数收益率,工银瑞信基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,43.466,2005-08-31,混合型-偏股
481008,481008,工银瑞信大盘蓝筹混合型证券投资基金,工银大盘蓝筹混合,481008（前端）基金类型混合型-偏股,混合型-偏股,2008年06月30日,2008年08月04日 / 14.353亿份,3.57亿元（截止至：2026年06月30日）份额规模2.4773亿份（截止至：2026年06月30日）,2.4773亿份（截止至：2026年06月30日）,工银瑞信基金,中国银行,李迪,每份累计1.71元（13次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%×沪深300指数收益率+20%×上证国债指数收益率,该基金无跟踪标的,2008-08-04,混合型-偏股,2008-08-04,,80%×沪深300指数收益率+20%×上证国债指数收益率,工银瑞信基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,14.353,2008-08-04,混合型-偏股
481010,481010,工银瑞信中小盘成长混合型证券投资基金,工银中小盘混合,481010（前端）基金类型混合型-偏股,混合型-偏股,2010年01月11日,2010年02月10日 / 23.176亿份,16.13亿元（截止至：2026年06月30日）份额规模2.1267亿份（截止至：2026年06月30日）,2.1267亿份（截止至：2026年06月30日）,工银瑞信基金,农业银行,李昱,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%×中证700指数收益率+20%×上证国债指数收益率,该基金无跟踪标的,2010-02-10,混合型-偏股,2010-02-10,,80%×中证700指数收益率+20%×上证国债指数收益率,工银瑞信基金,农业银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,23.176,2010-02-10,混合型-偏股
481015,481015,工银瑞信主题策略混合型证券投资基金,工银主题策略混合A,481015（前端）基金类型混合型-偏股,混合型-偏股,2011年09月19日,2011年10月24日 / 6.318亿份,38.02亿元（截止至：2026年06月30日）份额规模3.1564亿份（截止至：2026年06月30日）,3.1564亿份（截止至：2026年06月30日）,工银瑞信基金,交通银行,林念,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的,2011-10-24,混合型-偏股,2011-10-24,,沪深300指数收益率*80%+中债综合指数收益率*20%,工银瑞信基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,6.318,2011-10-24,混合型-偏股
501026,501026,财通多策略福享混合型证券投资基金(LOF),财通多策略福享混合(LOF)A,501026（主代码）基金类型混合型-灵活,混合型-灵活,2016年08月15日,2016年09月18日 / 45.836亿份,7.56亿元（截止至：2026年06月30日）份额规模2.3715亿份（截止至：2026年06月30日）,2.3715亿份（截止至：2026年06月30日）,财通基金,农业银行,夏钦,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的,2016-09-18,混合型-灵活,2016-09-18,,沪深300指数收益率*55%+上证国债指数收益率*45%,财通基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,45.836,2016-09-18,混合型-灵活
501054,501054,东方红睿泽三年持有期混合型证券投资基金,东方红睿泽三年持有混合A,501054（前端）基金类型混合型-偏股,混合型-偏股,2018年01月23日,2018年01月31日 / 71.058亿份,56.17亿元（截止至：2026年06月30日）份额规模29.9295亿份（截止至：2026年06月30日）,29.9295亿份（截止至：2026年06月30日）,东方红资产管理,招商银行,苗宇,每份累计0.30元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.50%（前端）,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,该基金无跟踪标的,2018-01-31,混合型-偏股,2018-01-31,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,东方红资产管理,招商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,1.50%（前端）,1.50%（前端）,71.058,2018-01-31,混合型-偏股
501079,501079,大成科创主题混合型证券投资基金(LOF),大成科创主题混合(LOF)A,501079（主代码）基金类型混合型-偏股,混合型-偏股,2019年06月24日,2019年07月18日 / 8.632亿份,12.67亿元（截止至：2026年06月30日）份额规模1.998亿份（截止至：2026年06月30日）,1.998亿份（截止至：2026年06月30日）,大成基金,建设银行,郭玮羚,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*90%+中债-国债总全价(1-3年)指数收益率*10%,该基金无跟踪标的,2019-07-18,混合型-偏股,2019-07-18,,中国战略新兴产业成份指数收益率*90%+中债-国债总全价(1-3年)指数收益率*10%,大成基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,8.632,2019-07-18,混合型-偏股
501082,501082,博时科创主题灵活配置混合型证券投资基金(LOF),博时科创主题灵活配置混合(LOF)A,501082（主代码）基金类型混合型-灵活,混合型-灵活,2019年06月24日,2019年06月27日 / 9.968亿份,7.62亿元（截止至：2026年06月30日）份额规模1.347亿份（截止至：2026年06月30日）,1.347亿份（截止至：2026年06月30日）,博时基金,工商银行,齐宁,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,0.60%（前端）,中国战略新兴产业成份指数收益率*50%+中证港股通综合指数(人民币)*20%+中债综合财富(总值)指数收益率*30%,该基金无跟踪标的,2019-06-27,混合型-灵活,2019-06-27,,中国战略新兴产业成份指数收益率*50%+中证港股通综合指数(人民币)*20%+中债综合财富(总值)指数收益率*30%,博时基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,9.968,2019-06-27,混合型-灵活
519005,519005,海富通股票混合型证券投资基金,海富通股票混合,519005（前端）基金类型混合型-偏股,混合型-偏股,2005年06月10日,2005年07月29日 / 4.196亿份,30.26亿元（截止至：2026年06月30日）份额规模10.9546亿份（截止至：2026年06月30日）,10.9546亿份（截止至：2026年06月30日）,海富通基金,中国银行,吕越超,每份累计1.95元（6次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%MSCI China A+20%上证国债,该基金无跟踪标的,2005-07-29,混合型-偏股,2005-07-29,,80%MSCI China A+20%上证国债,海富通基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,4.196,2005-07-29,混合型-偏股
519013,519013,海富通风格优势混合型证券投资基金,海富通风格优势混合,519013（前端）基金类型混合型-偏股,混合型-偏股,2006年09月11日,2006年10月19日 / 22.181亿份,6.10亿元（截止至：2026年06月30日）份额规模4.0686亿份（截止至：2026年06月30日）,4.0686亿份（截止至：2026年06月30日）,海富通基金,建设银行,陆怡雯,每份累计1.33元（7次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,75%MSCI China A + 25%上证国债,该基金无跟踪标的,2006-10-19,混合型-偏股,2006-10-19,,75%MSCI China A + 25%上证国债,海富通基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,22.181,2006-10-19,混合型-偏股
519018,519018,汇添富均衡增长混合型证券投资基金,汇添富均衡增长混合,519018（前端）、519010（后端）基金类型混合型-偏股,混合型-偏股,2006年07月21日,2006年08月07日 / 49.358亿份,36.80亿元（截止至：2026年06月30日）份额规模36.9944亿份（截止至：2026年06月30日）,36.9944亿份（截止至：2026年06月30日）,汇添富基金,工商银行,詹杰,每份累计0.98元（10次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数收益率×80%+上证国债指数收益率×20%,该基金无跟踪标的,2006-08-07,混合型-偏股,2006-08-07,,沪深300指数收益率×80%+上证国债指数收益率×20%,汇添富基金,工商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,49.358,2006-08-07,混合型-偏股
519026,519026,海富通中小盘混合型证券投资基金,海富通中小盘混合,519026（前端）基金类型混合型-偏股,混合型-偏股,2010年03月10日,2010年04月14日 / 12.369亿份,6.23亿元（截止至：2026年06月30日）份额规模1.6694亿份（截止至：2026年06月30日）,1.6694亿份（截止至：2026年06月30日）,海富通基金,工商银行,吕越超,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证700指数×80%+上证国债指数×20%,该基金无跟踪标的,2010-04-14,混合型-偏股,2010-04-14,,中证700指数×80%+上证国债指数×20%,海富通基金,工商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,12.369,2010-04-14,混合型-偏股
519089,519089,新华优选成长混合型证券投资基金,新华优选成长混合,519089（前端）基金类型混合型-偏股,混合型-偏股,2008年05月26日,2008年07月25日 / 2.783亿份,6.30亿元（截止至：2026年06月30日）份额规模1.465亿份（截止至：2026年06月30日）,1.465亿份（截止至：2026年06月30日）,新华基金,农业银行,赖庆鑫,每份累计2.09元（10次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%×沪深300指数 + 20%×上证国债指数,该基金无跟踪标的,2008-07-25,混合型-偏股,2008-07-25,,80%×沪深300指数 + 20%×上证国债指数,新华基金,农业银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,2.783,2008-07-25,混合型-偏股
519110,519110,浦银安盛价值成长混合型证券投资基金,浦银安盛价值成长混合A,519110（前端）基金类型混合型-偏股,混合型-偏股,2008年03月10日,2008年04月16日 / 17.332亿份,5.68亿元（截止至：2026年06月30日）份额规模3.3182亿份（截止至：2026年06月30日）,3.3182亿份（截止至：2026年06月30日）,浦银安盛基金,工商银行,高翔,每份累计0.89元（7次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数*75%+中证全债指数*25%,该基金无跟踪标的,2008-04-16,混合型-偏股,2008-04-16,,沪深300指数*75%+中证全债指数*25%,浦银安盛基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,17.332,2008-04-16,混合型-偏股
519158,519158,新华趋势领航混合型证券投资基金,新华趋势领航混合,519158（前端）基金类型混合型-偏股,混合型-偏股,2013年08月12日,2013年09月11日 / 7.576亿份,7.69亿元（截止至：2026年06月30日）份额规模1.0801亿份（截止至：2026年06月30日）,1.0801亿份（截止至：2026年06月30日）,新华基金,工商银行,赵强,每份累计1.26元（2次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%×沪深300指数收益率 +20%×上证国债指数收益率,该基金无跟踪标的,2013-09-11,混合型-偏股,2013-09-11,,80%×沪深300指数收益率 +20%×上证国债指数收益率,新华基金,工商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,7.576,2013-09-11,混合型-偏股
519172,519172,浦银安盛睿智精选灵活配置混合型证券投资基金,浦银安盛睿智精选混合A,519172（前端）基金类型混合型-灵活,混合型-灵活,2016年01月04日,2016年02月03日 / 6.777亿份,0.61亿元（截止至：2026年06月30日）份额规模0.1461亿份（截止至：2026年06月30日）,0.1461亿份（截止至：2026年06月30日）,浦银安盛基金,广发证券,秦闻,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*55%+中证全债指数收益率*45%,该基金无跟踪标的,2016-02-03,混合型-灵活,2016-02-03,,沪深300指数收益率*55%+中证全债指数收益率*45%,浦银安盛基金,广发证券,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,6.777,2016-02-03,混合型-灵活
519173,519173,浦银安盛睿智精选灵活配置混合型证券投资基金,浦银安盛睿智精选混合C,519173（前端）基金类型混合型-灵活,混合型-灵活,2016年01月04日,2016年02月03日 / 6.777亿份,1.02亿元（截止至：2026年06月30日）份额规模0.2675亿份（截止至：2026年06月30日）,0.2675亿份（截止至：2026年06月30日）,浦银安盛基金,广发证券,秦闻,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%（前端）,沪深300指数收益率*55%+中证全债指数收益率*45%,该基金无跟踪标的,2016-02-03,混合型-灵活,2016-02-03,,沪深300指数收益率*55%+中证全债指数收益率*45%,浦银安盛基金,广发证券,,,1.20%（每年）,0.20%（每年）,0.80%（每年）,,,,0.00%（前端）,1.50%（前端）,6.777,2016-02-03,混合型-灵活
519181,519181,万家和谐增长混合型证券投资基金,万家和谐增长混合A,519181（前端）、519182（后端）基金类型混合型-灵活,混合型-灵活,2006年10月26日,2006年11月30日 / 4.917亿份,13.45亿元（截止至：2026年06月30日）份额规模3.7363亿份（截止至：2026年06月30日）,3.7363亿份（截止至：2026年06月30日）,万家基金,兴业银行,莫海波,每份累计0.50元（3次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数*65%+中证全债指数*30%+同业存款利率*5%,该基金无跟踪标的,2006-11-30,混合型-灵活,2006-11-30,,沪深300指数*65%+中证全债指数*30%+同业存款利率*5%,万家基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.917,2006-11-30,混合型-灵活
519185,519185,万家精选混合型证券投资基金,万家精选混合A,519185（前端）基金类型混合型-偏股,混合型-偏股,2009年04月13日,2009年05月18日 / 16.401亿份,8.78亿元（截止至：2026年06月30日）份额规模4.5604亿份（截止至：2026年06月30日）,4.5604亿份（截止至：2026年06月30日）,万家基金,建设银行,黄海,每份累计1.37元（9次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的,2009-05-18,混合型-偏股,2009-05-18,,沪深300指数收益率*80%+上证国债指数收益率*20%,万家基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,16.401,2009-05-18,混合型-偏股
519670,519670,银河行业优选混合型证券投资基金,银河行业混合A,519670（前端）基金类型混合型-偏股,混合型-偏股,2009年03月16日,2009年04月24日 / 6.927亿份,9.98亿元（截止至：2026年06月30日）份额规模6.2797亿份（截止至：2026年06月30日）,6.2797亿份（截止至：2026年06月30日）,银河基金,建设银行,袁曦,每份累计2.81元（8次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的,2009-04-24,混合型-偏股,2009-04-24,,沪深300指数收益率*80%+上证国债指数收益率*20%,银河基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,6.927,2009-04-24,混合型-偏股
519672,519672,银河蓝筹精选混合型证券投资基金,银河蓝筹混合A,519672（前端）基金类型混合型-偏股,混合型-偏股,2010年06月01日,2010年07月16日 / 6.607亿份,4.38亿元（截止至：2026年06月30日）份额规模0.5868亿份（截止至：2026年06月30日）,0.5868亿份（截止至：2026年06月30日）,银河基金,建设银行,袁曦,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*90%+上证国债指数收益率*5%+活期存款基准利率*5%,该基金无跟踪标的,2010-07-16,混合型-偏股,2010-07-16,,沪深300指数收益率*90%+上证国债指数收益率*5%+活期存款基准利率*5%,银河基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,6.607,2010-07-16,混合型-偏股
519674,519674,银河创新成长混合型证券投资基金,银河创新成长混合A,519674（前端）基金类型混合型-偏股,混合型-偏股,2010年11月29日,2010年12月29日 / 12.521亿份,142.56亿元（截止至：2026年06月30日）份额规模8.8241亿份（截止至：2026年06月30日）,8.8241亿份（截止至：2026年06月30日）,银河基金,招商银行,郑巍山,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证500指数收益率*75%+上证国债指数收益率*25%,该基金无跟踪标的,2010-12-29,混合型-偏股,2010-12-29,,中证500指数收益率*75%+上证国债指数收益率*25%,银河基金,招商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,12.521,2010-12-29,混合型-偏股
519679,519679,银河主题策略混合型证券投资基金,银河主题混合A,519679（前端）基金类型混合型-偏股,混合型-偏股,2012年08月15日,2012年09月21日 / 3.424亿份,4.64亿元（截止至：2026年06月30日）份额规模0.5934亿份（截止至：2026年06月30日）,0.5934亿份（截止至：2026年06月30日）,银河基金,中信银行,祝建辉,每份累计0.57元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*75%+上证国债指数收益率*25%,该基金无跟踪标的,2012-09-21,混合型-偏股,2012-09-21,,沪深300指数收益率*75%+上证国债指数收益率*25%,银河基金,中信银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,3.424,2012-09-21,混合型-偏股
