manager_name,manager_id,school,education,gender,CFA,resume
欧阳沁春,30038916,,硕士,男,否,"基金经理：欧阳沁春基金经理简介：欧阳沁春先生:硕士。国籍:中国。曾任卫生部武汉生物制品研究所助理研究员、中国网络(百慕大)有限公司项目经理、大成基金管理有限公司行业研究员、国联安基金管理有限公司行业研究员,2006年9月加入汇添富基金管理股份有限公司任高级行业分析师,2007年3月6日至2007年6月17日任汇添富均衡增长股票型证券投资基金的基金经理助理,2007年6月18日至2012年3月2日任汇添富均衡增长股票型证券投资基金的基金经理,2011年3月29日至今任汇添富社会责任股票型证券投资基金的基金经理。欧阳沁春累计任职时间：11年又181天任职起始日期：2007-07-24现任基金公司：现任基金资产总规模--在管基金最佳任期回报--欧阳沁春管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报001668汇添富全球移动互联混合(QDII)人民币A估值图基金吧档案QDII-混合灵活19.622017-01-25 ~ 2018-05-161年又111天51.71%000697汇添富移动互联股票A估值图基金吧档案股票型63.582014-08-26 ~ 2"
董超,30705026,,硕士,男,否,"基金经理董超的档案

查详细资料：


返回基金经理大全





基金经理：董超




基金经理简介：董超先生:中国,研究生学历、硕士学位。2015年7月至2020年6月任汇添富基金公司研究员。2020年6月29日担任汇添富逆向投资混合型证券投资基金基金经理。2021年1月11日起担任汇添富智能制造股票型证券投资基金基金经理。2022年3月2日至今任汇添富先进制造混合型证券投资基金的基金经理。曾任汇添富新睿精选灵活配置混合型证券投资基金基金经理。2026年4月3日起任汇添富稳乐回报债券型发起式证券投资基金基金经理。
                        




董超


累计任职时间：6年又39天
任职起始日期：2020-06-29
                   "
顾耀强,30054653,学历清华大学,硕士,男,否,"基金经理：顾耀强基金经理简介：顾耀强先生:国籍中国,学历清华大学管理学硕士。曾任杭州永磁集团公司技术员、海通证券股份有限公司行业分析师、中海基金管理有限公司高级分析师、基金经理助理。2009年3月加入汇添富基金管理股份有限公司,历任高级行业分析师、基金经理助理,现任增强收益部总监。2009年12月22日至今任汇添富策略回报混合型证券投资基金的基金经理。2012年3月9日至2020年9月3日任汇添富逆向投资混合型证券投资基金的基金经理。2014年4月8日至2016年8月24日任汇添富均衡增长混合型证券投资基金的基金经理。2016年7月27日至2019年1月18日任汇添富沪港深新价值股票型证券投资基金的基金经理。2017年3月15日至今任汇添富绝对收益策略定期开放混合型发起式证券投资基金的基金经理。2019年8月24日至2024年10月18日任汇添富均衡增长混合型证券投资基金的基金经理。2021年1月20日至今任汇添富沪深300基本面增强指数型证券投资基金的基金经理。2021年2月5日至2022年9月22日任汇添富价值成长均衡投资混合型证券投资基金的基金经理。2021年9月16日至今任汇添"
宋炳珅,30133215,,硕士,男,否,"基金经理：宋炳珅基金经理简介：宋炳珅先生:硕士,曾任中信建投证券有限公司研究员;2007年加入工银瑞信,现任权益投资总监兼研究部总监。2012年2月14日至2020年11月30日,担任工银瑞信添颐债券型证券投资基金基金经理;2013年1月18日至今2020年12月31日担任工银双利债券基金基金经理;2013年1月28日至2014年12月5日,担任工银瑞信60天理财债券型基金基金经理;2014年1月20日至今,担任工银瑞信红利混合型证券投资基金基金经理;2014年1月20日至今,担任工银瑞信核心价值混合型证券投资基金基金经理;2014年10月23日至今,担任工银瑞信研究精选股票型基金基金经理;2014年11月18日至今,担任工银医疗保健行业股票型基金基金经理;2015年2月16日至今,担任工银战略转型主题股票基金基金经理。2024年7月8日至今,担任工银瑞信优质发展混合型证券投资基金的基金经理。宋炳珅累计任职时间：14年又177天任职起始日期：2012-02-14现任基金公司：工银瑞信基金管理有限公司现任基金资产总规模1.74亿元在管基金最佳任期回报302.00%宋炳珅管理过的基金一览基"
何江旭,30037257,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
张翎,30040633,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
王筱苓,30040414,,硕士,女,否,"基金经理：王筱苓基金经理简介：王筱苓女士:硕士,曾任中国银行全球金融市场部首席交易员;2005年加入工银瑞信,曾任工银核心价值混合基金、工银精选平衡混合型基金、工银稳健成长混合基金基金经理、专户投资部专户投资经理,现任权益投资部副总监,2011年10月11日至2017年7月19日,担任工银瑞信中小盘成长混合型证券投资基金基金经理;2012年12月5日至2023年11月23日担任工银瑞信大盘蓝筹混合型证券投资基金基金经理;2014年6月26日至2017年8月8日,担任工银瑞信绝对收益混合型基金基金经理;2014年12月30日至2023年11月23日担任工银瑞信消费服务行业混合型证券投资基金基金经理;2015年8月6日至2023年11月23日担任工银瑞信新蓝筹股票型基金基金经理;2016年4月20日至2017年8月8日,担任工银瑞信沪港深股票型证券投资基金基金经理;2018年1月23日至2023年7月6日担任工银瑞信聚焦30股票型证券投资基金基金经理。曾任工银瑞信现代服务业灵活配置混合型证券投资基金基金经理。曾任工银瑞信灵动价值混合型证券投资基金基金经理。王筱苓累计任职时间：13年又93天"
詹粤萍,30037555,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
江晖,30040259,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
李迪,30803780,,硕士,男,否,"基金经理李迪的档案

查详细资料：


返回基金经理大全





基金经理：李迪




基金经理简介：李迪先生:国籍中国,硕士研究生。2014年加入工银瑞信,现任权益投资部投资副总监、基金经理兼任投资经理。2023年7月31日起担任工银瑞信大盘蓝筹混合型证券投资基金基金经理。
                        




李迪


累计任职时间：3年又7天
任职起始日期：2023-07-31
                            
现任基金公司：工银瑞信基金管理有限公司


现任基金资产
                                        总规模
3.57亿元


在管基金最佳
                      "
胡文彪,30048351,,硕士,男,否,"基金经理：胡文彪基金经理简介：胡文彪先生:硕士,先后在国泰君安证券股份有限公司担任研究员,华林证券有限公司担任研究员;2006年加入工银瑞信基金管理有限公司,历任产品开发部高级经理和权益投资部高级经理;2009年3月5日至2011年2月10日,担任工银沪深300基金基金经理;2009年8月26日至2011年2月10日,担任工银上证央企ETF基金基金经理;2010年2月10日至2011年3月16日,担任工银瑞信中小盘成长混合型证券投资基金基金经理;2011年2月10日至2013年1月18日,担任工银双利债券基金基金经理;2011年3月16日起,担任工银瑞信大盘蓝筹混合型证券投资基金基金经理;2012年11月20日起,担任工银瑞信中小盘成长混合型证券投资基金基金经理;2013年11月12日起,担任工银瑞信精选平衡基金基金经理;2015年4月28日起,担任工银瑞信养老产业股票型基金基金经理;2015年6月25日起,担任工银聚焦30股票型基金基金经理;2015年12月30日起,担任工银瑞信文体产业股票型基金基金经理;2016年10月18日起,担任工银瑞信稳健成长混合型证券投资基金基金经理。胡文"
陈守红,30040192,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
农冰立,30581892,,硕士,男,否,"基金经理：农冰立基金经理简介：农冰立先生:中国国籍,硕士研究生,曾任泰达宏利基金研究部研究员,天风证券研究所电子行业首席分析师,工银瑞信基金研究部分析师、基金经理。2022年10月加入景顺长城基金管理有限公司,2023年7月起担任股票投资部基金经理。2018年06月22日至2019年08月14日担任工银瑞信中小盘成长混合型证券投资基金基金经理。2020年6月11日至2022年9月30日担任工银瑞信新增益混合型证券投资基金基金经理。2018年6月22日至2022年10月21日任工银瑞信智能制造股票型证券投资基金基金经理。2024年02月01日至2024年12月06日担任景顺长城卓越成长混合型证券投资基金基金经理。2023年7月6日担任景顺长城品质长青混合型证券投资基金基金经理。2024年8月24日担任景顺长城北交所精选两年定期开放混合型证券投资基金基金经理。2025年6月27日任景顺长城成长同行混合型证券投资基金基金经理,2025年4月1日任景顺长城新兴产业混合型证券投资基金基金经理,2026年1月23日任景顺长城成长优选混合型证券投资基金基金经理,2026年3月17日任景顺长城信优成长"
郝联峰,30052829,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
于晖,30040476,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
姚思劼,30427786,复旦大学,硕士,男,是,"基金经理：姚思劼基金经理简介：姚思劼先生:CFA二级。复旦大学理学学士、管理学硕士。2011年7月加入财通基金管理有限公司,历任财通基金管理有限公司助理研究员、研究员,研究行业覆盖汽车、机械、公用事业等,重点关注高端装备制造等战略新兴产业,现任基金投资部基金经理。姚思劼累计任职时间：3年又124天任职起始日期：2016-03-09现任基金公司：现任基金资产总规模--在管基金最佳任期回报--姚思劼管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报501055财通福佑定开混合发起估值图基金吧档案混合型-灵活0.022018-04-08 ~ 2019-07-111年又94天-14.89%501046财通多策略福鑫定开混合估值图基金吧档案混合型-灵活8.512017-10-23 ~ 2019-07-111年又261天6.46%501032财通福盛混合发起(LOF)A估值图基金吧档案混合型-偏股0.642017-01-25 ~ 2019-07-112年又167天-22.84%501028财通多策略福瑞混合发起式(LOF)A估值图基金吧档案混合型-偏股0.5720"
苗宇,30331916,复旦大学,博士,男,否,"基金经理：苗宇基金经理简介：苗宇先生:中国国籍,复旦大学理学博士,持有中国证券投资基金业从业证书,2008年7月1日至2010年5月9日任广发基金管理有限公司研究发展部行业研究员,2010年5月10日至2015年1月5日任广发小盘成长混合(LOF)基金的基金经理助理,2015年2月12日起任广发聚富混合基金的基金经理,2015年2月17日起任广发竞争优势混合基金的基金经理。曾任广发聚富开放式证券投资基金、广发优质生活混合型证券投资基金、广发聚丰混合型证券投资基金、广发聚丰混合型证券投资基金、广发竞争优势灵活配置混合型证券投资基金基金经理,2018年11月5日起任广发大盘成长混合型证券投资基金基金经理,2018年12月25日至2021年1月21日任广发趋势动力灵活配置混合型证券投资基金基金经理。广发睿选三年持有期混合型证券投资基金基金经理(2020年12月22日至2022年11月4日)、广发瑞轩三个月定期开放混合型发起式证券投资基金基金经理(自2021年2月3日至2022年11月4日)。曾任广发消费领先混合型证券投资基金基金经理。现任上海东方证券资产管理有限公司董事总经理、公募权益投资二"
孙伟,30422139,北京大学,硕士,男,否,"基金经理：孙伟基金经理简介：孙伟先生:中国国籍,北京大学经济学硕士,曾任东方证券资产管理业务总部研究员,上海东方证券资产管理有限公司研究部高级研究员、权益研究部高级研究员,具备证券投资基金从业资格。2020年6月23日至2023年6月23日担任东方红智远三年持有期混合型证券投资基金基金经理。曾任东方红睿泽三年定期开放灵活配置混合型证券投资基金基金经理。2016年01月至2017年04月任东方红新动力灵活配置混合型证券投资基金基金经理、2017年01月至2023年6月3日任东方红睿满沪港深灵活配置混合型证券投资基金(LOF)(原东方红睿满沪港深灵活配置混合型证券投资基金)基金经理。现任泉果基金管理有限公司公募投资部基金经理。孙伟累计任职时间：9年又82天任职起始日期：2016-01-22现任基金公司：泉果基金管理有限公司现任基金资产总规模5.66亿元在管基金最佳任期回报30.56%孙伟管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报022508泉果消费机遇混合发起式C估值图基金吧档案混合型-偏股2.212025-09-01 ~ 至今339天6.23%0"
周云,30121782,清华大学,博士,男,否,"基金经理：周云基金经理简介：周云先生:生于1982年,清华大学生物学博士。上海东方证券资产管理有限公司公募权益投资一部总经理、基金经理,2015年9月至今任东方红京东大数据灵活配置混合型证券投资基金基金经理、2015年9月至今任东方红新动力灵活配置混合型证券投资基金基金经理、2016年6月至2018年8月任东方红睿满沪港深灵活配置混合型证券投资基金基金经理、2017年4月至2019年11月任东方红智逸沪港深定期开放混合型发起式证券投资基金基金经理、2018年1月至2019年11月任东方红睿泽三年定期开放灵活配置混合型证券投资基金基金经理、2022年5月至今任东方红睿轩三年定期开放灵活配置混合型证券投资基金基金经理、2022年7月至今任东方红优享红利沪港深灵活配置混合型证券投资基金基金经理、2023年5月至今任东方红智华三年持有期混合型证券投资基金基金经理、2023年8月至2025年3月任东方红鼎元3个月定期开放混合型发起式证券投资基金基金经理、2024年2月至今任东方红智享三年持有期混合型证券投资基金基金经理、2024年7月至今任东方红创新趋势混合型证券投资基金基金经理、2024年7月"
王帅,30752162,上海交通大学,硕士,男,否,"基金经理：王帅基金经理简介：王帅先生:国籍:中国,上海交通大学工程硕士。2017年3月至2019年9月任广发证券股份有限公司发展研究中心研究员。2019年9月加入大成基金管理有限公司,曾任大成中小盘混合型证券投资基金(LOF)、大成盛世精选灵活配置混合型证券投资基金、大成行业先锋混合型证券投资基金、大成科技消费股票型证券投资基金基金经理助理,现任股票投资部基金经理。2021年12月1日至2023年7月25日任大成蓝筹稳健证券投资基金基金经理。2022年11月27日至2026年1月16日任大成互联网思维混合型证券投资基金基金经理。曾任大成科创主题混合型证券投资基金(LOF)基金经理、大成国家安全主题灵活配置混合型证券投资基金基金经理、大成领先动力混合型证券投资基金基金经理。王帅累计任职时间：4年又47天任职起始日期：2021-12-01现任基金公司：现任基金资产总规模--在管基金最佳任期回报--王帅管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报020821大成领先动力混合A估值图基金吧档案混合型-偏股1.792024-08-28 ~ 2026-01-"
吕越超,30304986,,硕士,男,否,"基金经理：吕越超基金经理简介：吕越超先生:中国国籍,金融学硕士,历任长江证券研究所分析师,泰达宏利基金管理有限公司研究员、基金经理。2014年11月至2016年7月任泰达宏利周期混合基金经理,2015年6月至2016年7月兼任泰达宏利创益混合基金经理。2016年7月加入海富通基金管理有限公司,现任公募权益投资二部总监。2016年11月起任海富通股票混合基金经理。2019年12月至2026年5月25日任海富通先进制造股票基金经理。2020年3月起兼任海富通科技创新混合基金经理。2020年9月至2024年11月兼任海富通成长甄选混合基金经理。2026年5月25日起任海富通中小盘混合型证券投资基金、海富通成长领航混合型证券投资基金基金经理。吕越超累计任职时间：11年又117天任职起始日期：2014-11-21现任基金公司：海富通基金管理有限公司现任基金资产总规模47.75亿元在管基金最佳任期回报203.86%吕越超管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报519026海富通中小盘混合估值图基金吧档案混合型-偏股6.232026-05-25 ~ 至今7"
黄峰,30044828,,硕士,男,否,"基金经理：黄峰基金经理简介：黄峰先生:硕士。历任大公国际资信评估公司信用分析部分析师,深圳九富投资顾问有限公司项目部员工,大连獐子岛渔业集团股份有限公司证券部负责人、证券事务代表,华创证券有限责任公司研究所高级研究员,2011年5月加入海富通基金管理有限公司,历任股票分析师、基金经理助理。现任公募权益投资部副总监。2014年12月至2017年6月任海富通股票混合、海富通中小盘混合和海富通领先成长混合的基金经理。曾任海富通内需热点混合的基金经理。2019年6月起兼任海富通精选贰号混合和海富通精选混合的基金经理。2020年11月起兼任海富通消费核心资产混合的基金经理。2020年12月起兼任海富通成长价值混合的基金经理。曾任海富通消费优选混合型证券投资基金基金经理。黄峰累计任职时间：11年又235天任职起始日期：2014-12-17现任基金公司：海富通基金管理有限公司现任基金资产总规模25.51亿元在管基金最佳任期回报98.39%黄峰管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报010422海富通消费优选混合C估值图基金吧档案混合型-偏股15.57202"
丁俊,30038016,,硕士,男,否,"基金经理：丁俊基金经理简介：丁俊先生:中国国籍,硕士,2002年7月至2006年4月就职于平安资产管理公司,曾任权益投资部研究主管,2006年4月加入海富通基金管理有限公司,2007年8月至2012年1月任海富通精选混合和海富通精选贰号混合基金经理。2012年1月起任海富通基金管理有限公司研究总监。曾任海富通精选混合和海富通风格优势股票基金经理助理。丁俊累计任职时间：7年又8天任职起始日期：2007-08-09现任基金公司：现任基金资产总规模--在管基金最佳任期回报--丁俊管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报519005海富通股票混合估值图基金吧档案混合型-偏股30.262014-04-28 ~ 2015-06-041年又37天132.81%519003海富通收益增长混合估值图基金吧档案混合型-灵活21.552014-04-11 ~ 2016-08-122年又124天40.58%519015海富通精选贰号混合估值图基金吧档案混合型-偏股4.012014-01-17 ~ 2016-08-122年又208天29.31%519011海富通精选混"
黄春雨,30199400,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
陈静,30158684,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
陈绍胜,30040190,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
郑拓,30038519,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
陈洪,30201944,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
陆怡雯,30581680,伦敦政治经济学院,硕士,女,否,"基金经理：陆怡雯基金经理简介：陆怡雯女士:伦敦政治经济学院理学硕士。历任元大证券(香港)助理研究员,金元惠理基金管理有限公司研究员,申万宏源证券研究所高级研究员。2016年1月加入海富通基金管理有限公司,历任分析师、高级股票分析师。2020年9月2日担任海富通风格优势混合型证券投资基金基金经理。2020年9月2日起不再担任海富通精选证券投资基金、海富通精选贰号混合型证券投资基金、海富通收益增长证券投资基金、海富通改革驱动灵活配置混合型证券投资基金、海富通内需热点混合型证券投资基金、海富通领先成长混合型证券投资基金的基金经理助理。陆怡雯累计任职时间：5年又339天任职起始日期：2020-09-02现任基金公司：海富通基金管理有限公司现任基金资产总规模6.10亿元在管基金最佳任期回报37.91%陆怡雯管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报519013海富通风格优势混合估值图基金吧档案混合型-偏股6.102020-09-02 ~ 至今5年又339天37.91%陆怡雯现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同"
李志,30475846,,硕士,女,否,"基金经理：李志基金经理简介：李志女士:硕士。历任上海申银万国证券研究所有限公司助理分析师,汇丰晋信基金管理有限公司研究员,2015年12月加入海富通基金管理有限公司,历任股票相对收益组合部分析师、权益投资部基金经理助理。2017年5月起担任海富通领先成长混合基金经理。2020年9月起兼任海富通惠增一年定开基金经理。2021年1月20日至2022年8月15日任海富通国策导向混合型证券投资基金基金经理。现任海富通惠睿精选混合型证券投资基金基金经理。曾任海富通惠增多策略一年定期开放灵活配置混合型证券投资基金基金经理。李志累计任职时间：9年又85天任职起始日期：2017-05-15现任基金公司：海富通基金管理有限公司现任基金资产总规模1.28亿元在管基金最佳任期回报114.44%李志管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报519013海富通风格优势混合估值图基金吧档案混合型-偏股6.102022-11-07 ~ 2023-05-04178天-3.23%010569海富通惠睿精选混合C估值图基金吧档案混合型-偏债0.082022-03-04 ~ 202"
王金祥,30199401,,硕士,男,否,"基金经理：王金祥基金经理简介：王金祥先生:硕士。2004年2月至2005年5月任东莞证券有限责任公司分析师,2005年6月至2006年4月任新疆证券有限责任公司分析师,2006年5月至2009年9月任兴业证券股份有限公司研发中心行业二部副经理。2009年9月加入海富通基金管理有限公司,历任股票分析师、高级股票分析师、基金经理助理、研究副总监。现任海富通基金管理有限公司研究部总监。2018年11月至2020年10月任海富通风格优势混合基金经理。2019年1月起兼任海富通研究精选混合基金经理。王金祥累计任职时间：7年又279天任职起始日期：2018-11-02现任基金公司：海富通基金管理有限公司现任基金资产总规模0.80亿元在管基金最佳任期回报69.65%王金祥管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报519025海富通领先成长混合估值图基金吧档案混合型-偏股1.282024-03-02 ~ 2024-06-21111天3.66%013039海富通欣润混合A估值图基金吧档案混合型-偏债0.002022-03-16 ~ 2023-08-231年又16"
施敏佳,30130561,,硕士,男,否,"基金经理：施敏佳基金经理简介：施敏佳先生:硕士。2006年8月至2009年5月任普华永道中天会计师事务所有限公司高级审计员;2009年5月至2011年1月任展讯通信(上海)有限公司内审主管;2011年1月至2013年6月任东方证券股份有限公司分析师;2013年6月加入海富通基金管理有限公司,担任股票分析师。2015年10月起任海富通风格优势混合基金经理。2016年2月至2021年1月19日兼任海富通国策导向混合基金经理。2017年6月起兼任海富通中小盘混合基金经理。2021年1月19日不在担任海富通电子信息传媒产业股票型证券投资基金基金经理。曾任上银科技驱动双周定期可赎回混合型证券投资基金、上银高质量优选9个月持有期混合型证券投资基金基金经理。2022年4月20日至2023年12月29日担任上银新能源产业精选混合型发起式证券投资基金基金经理。施敏佳累计任职时间：7年又283天任职起始日期：2015-10-26现任基金公司：现任基金资产总规模--在管基金最佳任期回报--施敏佳管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报015392上银新能源产业精选"
顾晓飞,30296808,,硕士,男,否,"基金经理：顾晓飞基金经理简介：顾晓飞先生:工商管理硕士。曾任天隼投资咨询管理有限公司研究员,天治基金管理有限公司、东吴基金管理有限公司研究员,国泰基金管理有限公司研究员和基金经理助理,海富通基金管理有限公司基金经理等职,现任长安基金管理有限公司权益投资总监、基金经理。2008年5月至2010年6月任天隼投资咨询管理有限公司研究员,2010年6月至2011年7月任天治基金管理有限公司研究员,2011年8月至2011年10月任东吴基金管理有限公司研究员,2011年10月至2014年7月任国泰基金管理有限公司研究员及基金经理助理,2014年8月加入海富通基金管理有限公司。2014年8月起任海富通国策导向股票基金经理。2019月01月8日至2020年6月24日担任长安鑫禧灵活配置混合型证券投资基金基金经理。2019月01月8日至2020年7月13日任长安宏观策略混合型证券投资基金基金经理。2019月01月8日至2020年7月13日任长安产业精选灵活配置混合型发起式证券投资基金基金经理.顾晓飞累计任职时间：5年又26天任职起始日期：2014-08-27现任基金公司：现任基金资产总规模--在管基金"
宋争林,30275266,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
牟永宁,30042838,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
